token_id,session_number,speaker1,speaker2,speaker1_id,speaker2_id,speaker1_gender,speaker2_gender,word_start_time,word_end_time,word_number_in_ipu,word_number_in_turn,word_number_in_task,total_number_of_words_in_ipu,total_number_of_words_in_turn,total_number_of_words_in_task,silence_before_word,silence_after_word,word,word_pos_tag,word_pos_tag_simplified,word_duration,word_number_of_syllables,word_speaking_rate_syllables_per_sec,word_speaking_rate_syllables_per_sec_speaker_normalized,word_speaking_rate_phones_per_sec,word_speaking_rate_phones_per_sec_speaker_normalized,word_tobi_break_index,word_tobi_pitch_accent,word_tobi_phrase_accent,word_tobi_boundary_tone,word_tobi_phrase_accent_boundary_tone,word_tobi_hif0_time,Stanford_PoS,Coreference_IDs
s02.cards.1.A.429.88,2,A,B,103,104,f,m,429.8825,430.285,5,19,19,5,19,19,0.0,20.22,nine,CD,O,0.4025,1,2.4845,-1.0787,7.4534,-0.5883,4,L*,L-,L%,L-L%,,CD,244
s02.cards.1.A.43.11,2,A,B,103,104,f,m,43.1075,43.2825,3,31,32,10,43,5,0.0,0.0,last,JJ,J,0.175,1,5.7143,0.5592,21.4286,2.5114,1,!H*,_,_,_,,JJ,
s02.cards.1.A.43.28,2,A,B,103,104,f,m,43.2825,43.4175,4,32,33,10,43,5,0.0,0.0,time,NN,N,0.135,1,7.4074,1.4178,22.2222,2.6874,3,_,H-,_,H-,,NN,
s02.cards.1.A.43.42,2,A,B,103,104,f,m,43.4175,43.49,5,33,34,10,43,5,0.0,0.0,I,PRP,O,0.0725,1,13.7931,4.6560000000000015,13.7931,0.8178,1,_,_,_,_,,PRP,158
s02.cards.1.A.43.49,2,A,B,103,104,f,m,43.49,43.5925,6,34,35,10,43,5,0.0,0.0,get,VBP,V,0.1025,1,9.7561,2.6088,29.2683,4.2503,1,_,_,_,_,,VBP,
s02.cards.1.A.43.59,2,A,B,103,104,f,m,43.5925,43.64,7,35,36,10,43,5,0.0,0.0,to,TO,O,0.0475,1,21.0526,8.3373,42.1053,7.0976,1,_,_,_,_,,TO,
s02.cards.1.A.43.64,2,A,B,103,104,f,m,43.64,43.865,8,36,37,10,43,5,0.0,0.0,see,VB,V,0.225,1,4.4444,-0.0848,8.8889,-0.2699,1,H*,_,_,_,43.7655,VB,
s02.cards.1.A.43.87,2,A,B,103,104,f,m,43.865,44.085,9,37,38,10,43,5,0.0,0.0,this,DT,O,0.22,1,4.5455,-0.0335,13.6364,0.7831,1,_,_,_,_,,DT,179
s02.cards.1.A.44.09,2,A,B,103,104,f,m,44.085,44.3575,10,38,39,10,43,5,0.0,0.3775,one,CD,O,0.2725,1,3.6697,-0.4776,12.844,0.6073,4,_,H-,H%,H-H%,,CD,179
s02.cards.1.A.44.73,2,A,B,103,104,f,m,44.735,45.121834,1,39,40,1,43,5,0.3775,1.2757,okay,UH,O,0.3868,2,5.1702,0.2833,7.7553,-0.5214,4,H*,L-,L%,L-L%,44.7931,JJ,
s02.cards.1.A.450.50,2,A,B,103,104,f,m,450.505,451.1225,1,1,1,1,15,15,20.22,0.3975,um,UH,O,0.6175,1,1.6194,-1.5174,3.2389,-1.5231,4,H*,H-,L%,H-L%,450.6295,,
s02.cards.1.A.451.52,2,A,B,103,104,f,m,451.52,451.67,1,2,2,14,15,15,0.3975,0.0,I,PRP,O,0.15,1,6.6667,1.0421,6.6667,-0.7628,1,_,_,_,_,,PRP,158
s02.cards.1.A.451.67,2,A,B,103,104,f,m,451.67,451.8,2,3,3,14,15,15,0.0,0.0,got,VBD,V,0.13,1,7.6923,1.5622,23.0769,2.877,1,*?,_,_,_,,VBD,
s02.cards.1.A.451.80,2,A,B,103,104,f,m,451.8,451.8825,3,4,4,14,15,15,0.0,0.0,the,DT,O,0.0825,1,12.1212,3.8082,24.2424,3.1355,1,_,_,_,_,,DT,283
s02.cards.1.A.451.88,2,A,B,103,104,f,m,451.8825,452.279859,4,5,5,14,15,15,0.0,0.0,yellow,JJ,J,0.3974,2,5.0332,0.2138,10.0665,-0.0088,2,L+H*,_,_,_,452.1228,JJ,283
s02.cards.1.A.452.28,2,A,B,103,104,f,m,452.279859,452.3975,5,6,6,14,15,15,0.0,0.0,M,NN,N,0.1176,1,8.5004,1.972,17.0009,1.5293,1,_,_,_,_,,NN,283
s02.cards.1.A.452.40,2,A,B,103,104,f,m,452.3975,452.4775,6,7,7,14,15,15,0.0,0.0,and,NN,N,0.08,1,12.5,4.0003,34.375,5.382999999999999,1,_,_,_,_,,CC,283
s02.cards.1.A.452.48,2,A,B,103,104,f,m,452.4775,452.6125,7,8,8,14,15,15,0.0,0.0,M,NN,N,0.135,1,7.4074,1.4178,14.8148,1.0444,1,_,_,_,_,,NN,283
s02.cards.1.A.452.61,2,A,B,103,104,f,m,452.6125,452.9475,8,9,9,14,15,15,0.0,0.0,again,RB,R,0.335,2,5.9701,0.6889,11.9403,0.4069,4,!H*,L-,H%,L-H%,,RB,
s02.cards.1.A.452.95,2,A,B,103,104,f,m,452.9475,453.1075,9,10,10,14,15,15,0.0,0.0,with,IN,O,0.16,1,6.25,0.8308,18.75,1.9173,1,_,_,_,_,,IN,
s02.cards.1.A.453.11,2,A,B,103,104,f,m,453.1075,453.2025,10,11,11,14,15,15,0.0,0.0,the,DT,O,0.095,1,10.5263,2.9994,21.0526,2.428,1,_,_,_,_,,DT,176
s02.cards.1.A.453.20,2,A,B,103,104,f,m,453.2025,453.3675,11,12,12,14,15,15,0.0,0.0,one,CD,O,0.165,1,6.0606,0.7348,21.2121,2.4634,1,L*,_,_,_,,CD,176
s02.cards.1.A.453.37,2,A,B,103,104,f,m,453.3675,453.485,12,13,13,14,15,15,0.0,0.0,and,CC,O,0.1175,1,8.5106,1.9772,23.4043,2.9496,1,_,_,_,_,,CC,
s02.cards.1.A.453.49,2,A,B,103,104,f,m,453.485,453.5375,13,14,14,14,15,15,0.0,0.0,the,DT,O,0.0525,1,19.0476,7.3206,38.0952,6.2081,1,_,_,_,_,,DT,244
s02.cards.1.A.453.54,2,A,B,103,104,f,m,453.5375,453.905,14,15,15,14,15,15,0.0,11.89,nine,CD,O,0.3675,1,2.7211,-0.9587,8.1633,-0.4309,4,L*,L-?,X%?,L-?X%?,,CD,244
s02.cards.1.A.46.40,2,A,B,103,104,f,m,46.3975,46.5,1,40,41,4,43,5,1.2757,0.0,can,MD,O,0.1025,1,9.7561,2.6088,29.2683,4.2503,1,_,_,_,_,,MD,
s02.cards.1.A.46.50,2,A,B,103,104,f,m,46.5,46.58,2,41,42,4,43,5,0.0,0.0,you,PRP,O,0.08,1,12.5,4.0003,25.0,3.3036,1,_,_,_,_,,PRP,
s02.cards.1.A.46.58,2,A,B,103,104,f,m,46.58,46.7825,3,42,43,4,43,5,0.0,0.0,repeat,VB,V,0.2025,2,9.8765,2.6699,24.6914,3.2351,1,H*,_,_,_,46.6924,VB,
s02.cards.1.A.46.78,2,A,B,103,104,f,m,46.7825,46.9925,4,43,44,4,43,5,0.0,21.9625,it,PRP,O,0.21,1,4.7619,0.0762,9.5238,-0.1291,4,_,H-,H%,H-H%,,PRP,173
s02.cards.1.A.465.80,2,A,B,103,104,f,m,465.795,466.024636,1,1,1,9,9,9,11.89,0.0,um,UH,O,0.2296,1,4.3547,-0.1303,8.7094,-0.3097,4,H*,H-,L%,H-L%,465.8406,,
s02.cards.1.A.466.02,2,A,B,103,104,f,m,466.024636,466.165,2,2,2,9,9,9,0.0,0.0,this,DT,O,0.1404,1,7.1243,1.2742,21.373,2.4991,1,H*,_,_,_,466.0648,DT,176
s02.cards.1.A.466.17,2,A,B,103,104,f,m,466.165,466.2775,3,3,3,9,9,9,0.0,0.0,one,NN,N,0.1125,1,8.8889,2.169,31.1111,4.659,1,_,_,_,_,,CD,176
s02.cards.1.A.466.28,2,A,B,103,104,f,m,466.2775,466.44,4,4,4,9,9,9,0.0,0.0,just,RB,R,0.1625,1,6.1538,0.7821,24.6154,3.2183,3,!H*,H-,_,H-,,RB,
s02.cards.1.A.466.44,2,A,B,103,104,f,m,466.44,466.545,5,5,5,9,9,9,0.0,0.0,has,VBZ,V,0.105,1,9.5238,2.491,28.5714,4.0957,1,_,_,_,_,,VBZ,
s02.cards.1.A.466.55,2,A,B,103,104,f,m,466.545,466.61,6,6,6,9,9,9,0.0,0.0,a,DT,O,0.065,1,15.3846,5.4631,15.3846,1.1708,1,_,_,_,_,,DT,287
s02.cards.1.A.466.61,2,A,B,103,104,f,m,466.61,466.736434,7,7,7,9,9,9,0.0,0.0,big,JJ,J,0.1264,1,7.9093,1.6723,23.7278,3.0214,1,H*,_,_,_,466.6322,JJ,287
s02.cards.1.A.466.74,2,A,B,103,104,f,m,466.736434,467.045,8,8,8,9,9,9,0.0,0.0,tennis,NN,N,0.3086,2,6.4816,0.9483,16.204,1.3526,1,!H*,_,_,_,,NN,287
s02.cards.1.A.467.05,2,A,B,103,104,f,m,467.045,467.4,9,9,9,9,9,9,0.0,27.06,racket,NN,N,0.355,2,5.6338,0.5184,14.0845,0.8825,4,_,L-,L%,L-L%,,NN,287
s02.cards.1.A.494.46,2,A,B,103,104,f,m,494.46,494.67339,1,1,1,7,11,11,27.06,0.0,um,UH,O,0.2134,1,4.6863,0.0379,9.3725,-0.1627,3,H*,H-,_,H-,494.4709,,
s02.cards.1.A.494.67,2,A,B,103,104,f,m,494.67339,494.8225,2,2,2,7,11,11,0.0,0.0,this,DT,O,0.1491,1,6.7065,1.0623,20.1194,2.221,1,H*,_,_,_,494.7219,DT,292
s02.cards.1.A.494.82,2,A,B,103,104,f,m,494.8225,494.9325,3,3,3,7,11,11,0.0,0.0,one,CD,O,0.11,1,9.0909,2.2715,31.8182,4.8159,1,_,_,_,_,,CD,268
s02.cards.1.A.494.93,2,A,B,103,104,f,m,494.9325,495.0525,4,4,4,7,11,11,0.0,0.0,is,VBZ,V,0.12,1,8.3333,1.8873,16.6667,1.4552,1,_,_,_,_,,VBZ,
s02.cards.1.A.495.05,2,A,B,103,104,f,m,495.0525,495.155,5,5,5,7,11,11,0.0,0.0,of,IN,O,0.1025,1,9.7561,2.6088,19.5122,2.0863,1,_,_,_,_,,IN,
s02.cards.1.A.495.15,2,A,B,103,104,f,m,495.155,495.215,6,6,6,7,11,11,0.0,0.0,a,DT,O,0.06,1,16.6667,6.1132,16.6667,1.4552,1,_,_,_,_,,DT,
s02.cards.1.A.495.21,2,A,B,103,104,f,m,495.215,495.9375,7,7,7,7,11,11,0.0,0.1075,microphone,NN,N,0.7225,3,4.1522,-0.2329,11.0727,0.2144,4,!H*,H-,H%,H-H%,,NN,293
s02.cards.1.A.496.05,2,A,B,103,104,f,m,496.045,496.6425,1,8,8,1,11,11,0.1075,0.0655,carrots,NNS,N,0.5975,2,3.3473,-0.6412,10.0418,-0.0142,4-,H*,H-,L%,H-L%,496.2221,NNS,293
s02.cards.1.A.496.71,2,A,B,103,104,f,m,496.708047,496.8475,1,9,9,3,11,11,0.0655,0.0,and,CC,O,0.1395,1,7.1709,1.2978,19.7199,2.1324,1,_,_,_,_,,CC,293
s02.cards.1.A.496.85,2,A,B,103,104,f,m,496.8475,496.9175,2,10,10,3,11,11,0.0,0.0,the,DT,O,0.07,1,14.2857,4.9058,28.5714,4.0957,1,_,_,_,_,,DT,293
s02.cards.1.A.496.92,2,A,B,103,104,f,m,496.9175,497.295,3,11,11,3,11,11,0.0,15.3775,shoe,NN,N,0.3775,1,2.649,-0.9953,5.297999999999999,-1.0664,4,L*,L-,L%,L-L%,,NN,293
s02.cards.1.A.512.67,2,A,B,103,104,f,m,512.6725,512.93,1,1,1,2,12,12,15.3775,0.0,this,DT,O,0.2575,1,3.8835,-0.3692,11.6505,0.3426,1,H*,_,_,_,512.7807,DT,176
s02.cards.1.A.512.93,2,A,B,103,104,f,m,512.93,513.23,2,2,2,2,12,12,0.0,0.19,one,CD,O,0.3,1,3.3333,-0.6482,11.6667,0.3462,4,_,H-,H%,H-H%,,CD,176
s02.cards.1.A.513.42,2,A,B,103,104,f,m,513.42,513.545,1,3,3,3,12,12,0.19,0.0,is,VBZ,V,0.125,1,8.0,1.7183,16.0,1.3073,1,_,_,_,_,,VBZ,
s02.cards.1.A.513.54,2,A,B,103,104,f,m,513.545,513.705,2,4,4,3,12,12,0.0,0.0,the,DT,O,0.16,1,6.25,0.8308,12.5,0.531,1,_,_,_,_,,DT,176
s02.cards.1.A.513.71,2,A,B,103,104,f,m,513.705,514.495,3,5,5,3,12,12,0.0,0.3925,limousine,NN,N,0.79,3,3.7975,-0.4129,8.8608,-0.2762,4,L*+H,H-,H%,H-H%,513.9286,NN,176
s02.cards.1.A.514.89,2,A,B,103,104,f,m,514.8875,514.98,1,6,6,7,12,12,0.3925,0.0,the,DT,O,0.0925,1,10.8108,3.1437,21.6216,2.5542,1,_,_,_,_,,DT,288
s02.cards.1.A.514.98,2,A,B,103,104,f,m,514.98,515.445,2,7,7,7,12,12,0.0,0.0,mirror,NN,N,0.465,2,4.3011,-0.1575,9.319,-0.1745,3,H*,H-,_,H-,515.0601,NN,288
s02.cards.1.A.515.45,2,A,B,103,104,f,m,515.445,515.5675,3,8,8,7,12,12,0.0,0.0,and,CC,O,0.1225,1,8.1633,1.8011,22.449,2.7377,1,_,_,_,_,,CC,
s02.cards.1.A.515.57,2,A,B,103,104,f,m,515.5675,515.6225,4,9,9,7,12,12,0.0,0.0,the,DT,O,0.055,1,18.1818,6.8815,36.3636,5.8241,1,_,_,_,_,,DT,
s02.cards.1.A.515.62,2,A,B,103,104,f,m,515.6225,515.9025,5,10,10,7,12,12,0.0,0.0,s-,XX,O,0.28,1,3.5714,-0.5275,5.3571,-1.0533,1p,_,_,_,_,,,
s02.cards.1.A.515.90,2,A,B,103,104,f,m,515.9025,516.2875,6,11,11,7,12,12,0.0,0.0,worm,NN,N,0.385,1,2.5974,-1.0214,7.7922,-0.5132,1,H*,_,_,_,516.2055,NN,
s02.cards.1.A.516.29,2,A,B,103,104,f,m,516.2875,516.8575,7,12,12,7,12,12,0.0,21.8775,snake,NN,N,0.57,1,1.7544,-1.4489,7.0175,-0.685,4,L*,L-,L%,L-L%,,NN,
s02.cards.1.A.538.74,2,A,B,103,104,f,m,538.735,538.925,1,1,1,7,10,10,21.8775,0.0,this,DT,O,0.19,1,5.2632,0.3304,15.7895,1.2606,1,H*,_,_,_,538.7646,DT,176
s02.cards.1.A.538.92,2,A,B,103,104,f,m,538.925,539.0625,2,2,2,7,10,10,0.0,0.0,one,CD,O,0.1375,1,7.2727,1.3495,25.4545,3.4044,1,_,_,_,_,,CD,176
s02.cards.1.A.539.06,2,A,B,103,104,f,m,539.0625,539.2825,3,3,3,7,10,10,0.0,0.0,is,VBZ,V,0.22,1,4.5455,-0.0335,9.0909,-0.2251,1,_,_,_,_,,VBZ,
s02.cards.1.A.539.28,2,A,B,103,104,f,m,539.2825,539.3675,4,4,4,7,10,10,0.0,0.0,the,DT,O,0.085,1,11.7647,3.6274,23.5294,2.9774,1,_,_,_,_,,DT,155
s02.cards.1.A.539.37,2,A,B,103,104,f,m,539.3675,540.016633,5,5,5,7,10,10,0.0,0.0,mermaid,NN,N,0.6491,2,3.0810000000000004,-0.7762,7.7026,-0.5331,3,!H*,H-,_,H-,,NN,155
s02.cards.1.A.540.02,2,A,B,103,104,f,m,540.016633,540.21,6,6,6,7,10,10,0.0,0.0,the,DT,O,0.1934,1,5.1715,0.2839,10.343,0.0526,1,_,_,_,_,,DT,156
s02.cards.1.A.540.21,2,A,B,103,104,f,m,540.21,540.7,7,7,7,7,10,10,0.0,0.0639,arm,NN,N,0.49,1,2.0408,-1.3037,5.102,-1.1099,3,H*,H-,_,H-,540.5378,NN,156
s02.cards.1.A.540.76,2,A,B,103,104,f,m,540.763942,540.9275,1,8,8,3,10,10,0.0639,0.0,and,CC,O,0.1636,1,6.114,0.7619,16.8136,1.4878,1,_,_,_,_,,CC,
s02.cards.1.A.540.93,2,A,B,103,104,f,m,540.9275,541.0025,2,9,9,3,10,10,0.0,0.0,the,DT,O,0.075,1,13.3333,4.4228,26.6667,3.6732,1,_,_,_,_,,DT,266
s02.cards.1.A.541.00,2,A,B,103,104,f,m,541.0025,541.43,3,10,10,3,10,10,0.0,14.3975,onion,NN,N,0.4275,2,4.6784,0.0338,10.5263,0.0932,4,L*,L-,L%,L-L%,,NN,266
s02.cards.1.A.68.95,2,A,B,103,104,f,m,68.955,69.245,1,1,1,1,1,3,21.9625,2.93,mmhm,UH,O,0.29,2,6.8966,1.1587,10.3448,0.053,4,H*,H-,H%,H-H%,69.1352,,
s02.cards.1.A.72.17,2,A,B,103,104,f,m,72.175,72.503011,1,1,2,1,1,3,2.93,5.6238,mmhm,UH,O,0.328,2,6.0974,0.7534,9.146,-0.2129,4,H*,H-,H%,H-H%,72.3037,,
s02.cards.1.A.78.13,2,A,B,103,104,f,m,78.126813,78.644811,1,1,3,1,1,3,5.6238,17.7452,okay,UH,O,0.518,2,3.861,-0.3806,5.7915,-0.957,4,H*,H-,L%,H-L%,78.4848,JJ,
s02.cards.1.A.96.39,2,A,B,103,104,f,m,96.39,96.57,1,1,1,10,10,17,17.7452,0.0,is,VBZ,V,0.18,1,5.5556,0.4787,11.1111,0.223,1,_,_,_,_,,VBZ,
s02.cards.1.A.96.57,2,A,B,103,104,f,m,96.57,96.6725,2,2,2,10,10,17,0.0,0.0,the,DT,O,0.1025,1,9.7561,2.6088,19.5122,2.0863,1,_,_,_,_,,DT,
s02.cards.1.A.96.67,2,A,B,103,104,f,m,96.6725,96.835,3,3,3,10,10,17,0.0,0.0,blue,JJ,J,0.1625,1,6.1538,0.7821,18.4615,1.8533,1,H*,_,_,_,96.7101,JJ,
s02.cards.1.A.96.83,2,A,B,103,104,f,m,96.835,97.0075,4,4,4,10,10,17,0.0,0.0,one,NN,N,0.1725,1,5.7971,0.6012,20.2899,2.2588,3-,_,H-,_,H-,,CD,
s02.cards.1.A.97.01,2,A,B,103,104,f,m,97.0075,97.1175,5,5,5,10,10,17,0.0,0.0,on,IN,O,0.11,1,9.0909,2.2715,18.1818,1.7913,1,_,_,_,_,,IN,
s02.cards.1.A.97.12,2,A,B,103,104,f,m,97.1175,97.225,6,6,6,10,10,17,0.0,0.0,the,DT,O,0.1075,1,9.3023,2.3787,18.6047,1.885,1,_,_,_,_,,DT,157
s02.cards.1.A.97.22,2,A,B,103,104,f,m,97.225,97.5,7,7,7,10,10,17,0.0,0.0,left,NN,N,0.275,1,3.6364,-0.4946,14.5455,0.9847,3,H*,H-,_,H-,97.3656,NN,157
s02.cards.1.A.97.50,2,A,B,103,104,f,m,97.5,97.545,8,8,8,10,10,17,0.0,0.0,or,CC,O,0.045,1,22.2222,8.9305,29.6296,4.3304,1,_,_,_,_,,CC,
s02.cards.1.A.97.55,2,A,B,103,104,f,m,97.545,97.63,9,9,9,10,10,17,0.0,0.0,the,DT,O,0.085,1,11.7647,3.6274,23.5294,2.9774,1,_,_,_,_,,DT,170
s02.cards.1.A.97.63,2,A,B,103,104,f,m,97.63,98.069569,10,10,10,10,10,17,0.0,1.9385,right,JJ,J,0.4396,1,2.275,-1.1849,6.8249,-0.7278,4,L*,L-,L%,L-L%,,NN,170
s02.cards.1.B.100.85,2,B,A,104,103,m,f,100.8492,100.978996,1,1,43,1,1,43,1.1005,3.5878,yep,UH,O,0.1298,1,7.7044,2.0826,23.1132,3.1439,4,L*,L-,L%,L-L%,,NN,
s02.cards.1.B.104.57,2,B,A,104,103,m,f,104.566785,104.94163799999998,1,1,1,1,14,15,3.5878,0.1003,um,UH,O,0.3749,1,2.6677,-0.9825,5.3354,-1.0976,4,H*,!H-,L%,!H-L%,104.5796,,
s02.cards.1.B.105.04,2,B,A,104,103,m,f,105.041932,105.239967,1,2,2,4,14,15,0.1003,0.0,it's,PRP_BES,C,0.198,1,5.0496,0.467,15.1488,1.2437,1,_,_,_,_,,PRP_VBZ,203
s02.cards.1.B.105.24,2,B,A,104,103,m,f,105.239967,105.279967,2,3,3,4,14,15,0.0,0.0,a,DT,O,0.04,1,25.0,12.6081,25.0,3.5941,1,_,_,_,_,,DT,203
s02.cards.1.B.105.28,2,B,A,104,103,m,f,105.279967,105.839967,3,4,4,4,14,15,0.0,0.0,picture,NN,N,0.56,2,3.5714,-0.4325,9.5238,-0.0983,2,H*,_,_,_,105.3595,NN,203
s02.cards.1.B.105.84,2,B,A,104,103,m,f,105.839967,106.310653,4,5,5,4,14,15,0.0,0.0802,of,IN,O,0.4707,1,2.1246,-1.3131,4.2491,-1.3568,3,!H*,H-,_,H-,,IN,203
s02.cards.1.B.106.39,2,B,A,104,103,m,f,106.390889,106.686756,1,6,6,3,14,15,0.0802,0.0,the,DT,O,0.2959,1,3.3799,-0.5491,6.7598,-0.7578,1,H*,_,_,_,,DT,203
s02.cards.1.B.106.69,2,B,A,104,103,m,f,106.686756,107.029967,2,7,7,3,14,15,0.0,0.0,iron,NN,N,0.3432,2,5.8273,0.9403,8.741,-0.2851,1,L+H*,_,_,_,,NN,203
s02.cards.1.B.107.03,2,B,A,104,103,m,f,107.029967,107.599433,3,8,8,3,14,15,0.0,0.0905,again,RB,R,0.5695,2,3.5121,-0.4687,7.0241,-0.6947,4,H*,H-,H%,H-H%,107.1494,RB,203
s02.cards.1.B.107.69,2,B,A,104,103,m,f,107.689967,107.889967,1,9,9,6,14,15,0.0905,0.0,and,CC,O,0.2,1,5.0,0.4368,13.75,0.91,1,_,_,_,_,107.7524,CC,203
s02.cards.1.B.107.89,2,B,A,104,103,m,f,107.889967,107.981528,2,10,10,6,14,15,0.0,0.0,the,DT,O,0.0916,1,10.9217,4.0405,21.8434,2.841,1,_,_,_,_,,DT,203
s02.cards.1.B.107.98,2,B,A,104,103,m,f,107.981528,108.469967,3,11,11,6,14,15,0.0,0.0,lime,NN,N,0.4884,1,2.0473,-1.36,6.142,-0.9052,4,H+!H*,H-,L%,H-L%,,NN,203
s02.cards.1.B.108.47,2,B,A,104,103,m,f,108.469967,108.629967,4,12,12,6,14,15,0.0,0.0,and,CC,O,0.16,1,6.25,1.1975,17.1875,1.7301,1,_,_,_,_,,CC,203
s02.cards.1.B.108.63,2,B,A,104,103,m,f,108.629967,108.699967,5,13,13,6,14,15,0.0,0.0,the,DT,O,0.07,1,14.2857,6.0878,28.5714,4.4462,1,_,_,_,_,,DT,203
s02.cards.1.B.108.70,2,B,A,104,103,m,f,108.699967,109.097245,6,14,14,6,14,15,0.0,4.7444,nail,NN,N,0.3973,1,2.5171,-1.0742,7.5514,-0.5689,4,L*,L-,L%,L-L%,,NN,203
s02.cards.1.B.113.84,2,B,A,104,103,m,f,113.841642,114.798467,1,1,15,1,1,15,4.7444,4.5469,yes,UH,O,0.9568,1,1.0451,-1.97,3.1354,-1.6225,4,H*,L-,L%,L-L%,113.9155,UH,
s02.cards.1.B.119.35,2,B,A,104,103,m,f,119.345414,119.739215,1,1,1,7,10,33,4.5469,0.0,there,EX,O,0.3938,1,2.5394,-1.0606,6.7716,-0.755,4,H*,H-,L%,H-L%,119.5832,EX,
s02.cards.1.B.119.74,2,B,A,104,103,m,f,119.739215,119.905414,2,2,2,7,10,33,0.0,0.0,is,VBZ,V,0.1662,1,6.0169,1.0557,12.0338,0.5005,1,_,_,_,_,,VBZ,
s02.cards.1.B.119.91,2,B,A,104,103,m,f,119.905414,119.965414,3,3,3,7,10,33,0.0,0.0,a,DT,O,0.06,1,16.6667,7.5367,16.6667,1.6059,1,_,_,_,_,,DT,
s02.cards.1.B.119.97,2,B,A,104,103,m,f,119.965414,120.30541399999998,4,4,4,7,10,33,0.0,0.0,picture,NN,N,0.34,2,5.8824,0.9738,15.6863,1.372,1,H*,_,_,_,120.0545,NN,
s02.cards.1.B.120.31,2,B,A,104,103,m,f,120.30541399999998,120.365414,5,5,5,7,10,33,0.0,0.0,of,IN,O,0.06,1,16.6667,7.5367,33.3333,5.5823,1,_,_,_,_,,IN,
s02.cards.1.B.120.37,2,B,A,104,103,m,f,120.365414,120.454866,6,6,6,7,10,33,0.0,0.0,an,DT,O,0.0895,1,11.1792,4.1972,22.3584,2.9638,1,_,_,_,_,,DT,215
s02.cards.1.B.120.45,2,B,A,104,103,m,f,120.454866,121.105414,7,7,7,7,10,33,0.0,0.2099,alien,NN,N,0.6505,3,4.6115,0.2004,7.1734,-0.6591,4,!H*,H-,H%,H-H%,,JJ,215
s02.cards.1.B.121.32,2,B,A,104,103,m,f,121.31533799999998,121.395414,1,8,8,3,10,33,0.2099,0.0,on,IN,O,0.0801,1,12.4881,4.9938,24.9763,3.5884,1,_,_,_,_,,IN,
s02.cards.1.B.121.40,2,B,A,104,103,m,f,121.395414,121.55541399999998,2,9,9,3,10,33,0.0,0.0,this,DT,O,0.16,1,6.25,1.1975,18.75,2.1029,1,H*,_,_,_,121.4887,DT,176
s02.cards.1.B.121.56,2,B,A,104,103,m,f,121.55541399999998,121.856186,3,10,10,3,10,33,0.0,0.5661,one,CD,O,0.3008,1,3.3248,-0.5826,11.6367,0.4058,4,_,H-,H%,H-H%,,CD,176
s02.cards.1.B.122.42,2,B,A,104,103,m,f,122.42229,122.575414,1,1,11,14,23,33,0.5661,0.0,as,IN,O,0.1531,1,6.5307,1.3683,13.0613,0.7457,1,_,_,_,_,,IN,208
s02.cards.1.B.122.58,2,B,A,104,103,m,f,122.575414,122.675414,2,2,12,14,23,33,0.0,0.0,the,DT,O,0.1,1,10.0,3.4796,20.0,2.4012,1,_,_,_,_,,DT,208
s02.cards.1.B.122.68,2,B,A,104,103,m,f,122.675414,123.115414,3,3,13,14,23,33,0.0,0.0,main,JJ,J,0.44,1,2.2727,-1.2229,6.8182,-0.7439,2p,H*,_,_,_,122.9173,JJ,208
s02.cards.1.B.123.12,2,B,A,104,103,m,f,123.115414,123.55541399999998,4,4,14,14,23,33,0.0,0.0,picture,NN,N,0.44,2,4.5455,0.1602,12.1212,0.5214,4-,!H*,H-,L%,H-L%,,NN,208
s02.cards.1.B.123.56,2,B,A,104,103,m,f,123.55541399999998,123.661379,5,5,15,14,23,33,0.0,0.0,and,CC,O,0.106,1,9.4371,3.1371,25.952,3.8212,0,_,_,_,_,123.6379,CC,
s02.cards.1.B.123.66,2,B,A,104,103,m,f,123.661379,123.795414,6,6,16,14,23,33,0.0,0.0,then,RB,R,0.134,1,7.4607,1.9343,22.3822,2.9695,1,_,_,_,_,,RB,157
s02.cards.1.B.123.80,2,B,A,104,103,m,f,123.795414,123.88541399999998,7,7,17,14,23,33,0.0,0.0,there,EX,O,0.09,1,11.1111,4.1558,29.6296,4.6987,1,H+!H*,_,_,_,,EX,
s02.cards.1.B.123.89,2,B,A,104,103,m,f,123.88541399999998,123.995414,8,8,18,14,23,33,0.0,0.0,is,VBZ,V,0.11,1,9.0909,2.9264,18.1818,1.9674,1,_,_,_,_,,VBZ,
s02.cards.1.B.124.00,2,B,A,104,103,m,f,123.995414,124.045414,9,9,19,14,23,33,0.0,0.0,a,DT,O,0.05,1,20.0,9.5653,20.0,2.4012,1,_,_,_,_,,DT,217
s02.cards.1.B.124.05,2,B,A,104,103,m,f,124.045414,124.355414,10,10,20,14,23,33,0.0,0.0,little,JJ,J,0.31,2,6.4516,1.3202,14.5161,1.0928,1,!H*,_,_,_,,JJ,217
s02.cards.1.B.124.36,2,B,A,104,103,m,f,124.355414,124.965414,11,11,21,14,23,33,0.0,0.0,lion,NN,N,0.61,2,3.2787,-0.6107,6.5574,-0.8061,3,!H*,H-,_,H-,,NN,217
s02.cards.1.B.124.97,2,B,A,104,103,m,f,124.965414,125.185414,12,12,22,14,23,33,0.0,0.0,on,IN,O,0.22,1,4.5455,0.1602,9.0909,-0.2016,1,_,_,_,_,,IN,
